"","latitude","longitude","zipcode","type"
"120",40.7531383325067,-73.9720731764194,10017,"HEAT/HOT WATER"
"121",40.7051418055559,-73.8775525884713,11385,"Illegal Parking"
"122",40.8013623044307,-73.9657282631253,10025,"HEAT/HOT WATER"
"123",40.8294297382709,-73.8928739392275,10459,"Blocked Driveway"
"124",40.6709924489016,-73.9384420132233,11213,"Street Light Condition"
"125",40.8469094800667,-73.9152181768726,10453,"Blocked Driveway"
"126",40.8360034680786,-73.9447064746476,10032,"HEAT/HOT WATER"
"127",40.824597958667,-73.8773224429199,10472,"HEAT/HOT WATER"
"128",40.6090478135793,-73.9919181402651,11214,"Blocked Driveway"
"129",40.6911247494095,-73.8549863364362,11421,"Blocked Driveway"
"130",40.7162622307729,-73.9489098349168,11211,"HEAT/HOT WATER"
"131",40.8013054790136,-73.9657320878496,10025,"HEAT/HOT WATER"
"132",40.7691037426955,-73.7913702752708,11358,"Illegal Parking"
"133",40.6406399800066,-73.9791017456677,11218,"Blocked Driveway"
"134",40.8664315960066,-73.9215298154618,10034,"HEAT/HOT WATER"
"135",40.5780461595184,-73.9662141581604,11235,"HEAT/HOT WATER"
"136",40.5937671941696,-73.7972769359885,11692,"Blocked Driveway"
"137",40.5887024136441,-73.9553931615619,11235,"Illegal Parking"
"138",40.6646623319063,-73.8159028311594,11420,"Illegal Parking"
"139",40.7090150214288,-73.8101054601377,11435,"Blocked Driveway"
"140",40.8119205991267,-73.9424731847253,10037,"PLUMBING"
"141",40.7073812876705,-73.7716324084955,11423,"UNSANITARY CONDITION"
"142",40.5948457002754,-73.9635238113527,11223,"UNSANITARY CONDITION"
"143",40.5948485817399,-73.9635140027025,11223,"UNSANITARY CONDITION"
"144",40.7350603663686,-73.9189656381318,11377,"Illegal Parking"
"145",40.847146360242,-73.9171195822289,10453,"Blocked Driveway"
"146",40.7374038467566,-73.9836989658465,10010,"HEAT/HOT WATER"
"147",40.7235757670969,-73.8685692301634,11374,"Illegal Parking"
"148",40.7373881155155,-73.9837410860636,10010,"HEAT/HOT WATER"
"149",40.7725617437914,-73.9130295815438,11105,"HEAT/HOT WATER"
"150",40.8380920231671,-73.8664873087485,10460,"HEAT/HOT WATER"
"151",40.8506752353628,-73.8627783255889,10462,"Blocked Driveway"
"152",40.6920173281196,-73.8327282921936,11419,"Illegal Parking"
"153",40.6686370931699,-73.945045428765,11213,"Street Condition"
"154",40.5948375641358,-73.9634891339091,11223,"HEAT/HOT WATER"
"155",40.6448376755166,-74.0023340675953,11220,"Sewer"
"156",40.5863980301449,-73.8054813562028,11693,"HEAT/HOT WATER"
"157",40.6316693335315,-73.969844256727,11230,"Blocked Driveway"
"158",40.8251258853753,-73.9538874307415,10031,"HEAT/HOT WATER"
"159",40.8245611725288,-73.877295819544,10472,"HEAT/HOT WATER"
"160",40.7907085168066,-73.8181952246914,11357,"Street Light Condition"
"161",40.8277719973727,-73.9190882194614,10451,"HEAT/HOT WATER"
"162",40.807725089039,-73.9191300519793,10454,"HEAT/HOT WATER"
"163",40.8616372320816,-73.8949808089114,10458,"PLUMBING"
"164",40.830181913829,-73.9062275702562,10456,"HEAT/HOT WATER"
"165",40.6567568141934,-73.9602626118469,11225,"Sewer"
"166",40.8301566526619,-73.9062452631183,10456,"HEAT/HOT WATER"
"167",40.7252527456996,-73.9891375210744,10003,"Street Condition"
"168",40.6723661940819,-73.9480507258044,11216,"HEAT/HOT WATER"
"169",40.8245889790369,-73.8773075960021,10472,"HEAT/HOT WATER"
"170",40.8682180020986,-73.8643328836902,10467,"HEAT/HOT WATER"
"171",40.7600211804715,-73.9082095351935,11103,"Illegal Parking"
"172",40.7211478729089,-73.9936778873787,10002,"Illegal Parking"
"173",40.6904172440092,-73.9059211514413,11207,"HEAT/HOT WATER"
"174",40.6800754626708,-73.9063145304253,11233,"Illegal Parking"
"175",40.8800320589231,-73.839177889392,10469,"Illegal Parking"
"176",40.6419330104781,-73.9320618698637,11203,"HEAT/HOT WATER"
"177",40.8245878171774,-73.8773002851198,10472,"HEAT/HOT WATER"
"178",40.5986234340326,-73.9670341989541,11223,"Blocked Driveway"
"179",40.6062493201293,-73.9449465556311,11229,"Blocked Driveway"
"180",40.7673068969337,-73.9175592474281,11103,"HEAT/HOT WATER"
"181",40.8231142627034,-73.924577832005,10451,"HEAT/HOT WATER"
"182",40.5957757349816,-74.0657740126019,10305,"Illegal Parking"
"183",40.8165508066747,-73.9406338741726,10030,"PAINT/PLASTER"
"184",40.7515501923675,-73.8038101851867,11358,"Illegal Parking"
"185",40.6000401014188,-74.0006563301914,11214,"Blocked Driveway"
"186",40.7235020130521,-73.9890229372416,10003,"UNSANITARY CONDITION"
"187",40.8246162445222,-73.8773152593817,10472,"HEAT/HOT WATER"
"188",40.6958852530734,-73.9052353630849,11237,"UNSANITARY CONDITION"
"189",40.7882024464478,-73.806852471197,11357,"Illegal Parking"
"190",40.6168773362675,-74.0288576577044,11209,"HEAT/HOT WATER"
"191",40.7105850819302,-73.8157260526205,11435,"Blocked Driveway"
"192",40.6310470063498,-74.0911530830226,10301,"Street Condition"
"193",40.6700799217699,-73.9547949108481,11225,"Noise"
"194",40.5957749391508,-74.0657554438754,10305,"Blocked Driveway"
"195",40.6417218069162,-73.8905774013776,11236,"PLUMBING"
"196",40.6417133342364,-73.8905500816179,11236,"PLUMBING"
"197",40.6417132768038,-73.8905309671142,11236,"PLUMBING"
"198",40.6579438234995,-73.726890105806,11422,"Street Condition"
"199",40.7495238508801,-73.873878440196,11372,"Blocked Driveway"
"200",40.8245730469984,-73.8772955480269,10472,"HEAT/HOT WATER"
"201",40.7998543668165,-73.9703252189791,10025,"HEAT/HOT WATER"
"202",40.7962694619247,-73.9320310403792,10035,"HEAT/HOT WATER"
"203",40.7024847463124,-73.8841039954229,11385,"Illegal Parking"
"204",40.6223610611631,-73.9647552882636,11230,"Street Condition"
"205",40.5784473551234,-74.099202145834,10306,"Sewer"
"206",40.5821927455888,-74.0998196157427,10306,"Street Condition"
"207",40.8488658918714,-73.9095506626854,10453,"HEAT/HOT WATER"
"208",40.7599783334712,-73.9082451127773,11103,"Illegal Parking"
"209",40.6869042144634,-73.83683683733,11416,"Blocked Driveway"
"210",40.5821708818473,-74.0997997144234,10306,"Street Condition"
"211",40.6887432671172,-73.8043856888723,11435,"Blocked Driveway"
"212",40.5939846887998,-73.7636782748866,11691,"HEAT/HOT WATER"
"213",40.722311311552,-73.8943517934065,11378,"Illegal Parking"
"214",40.835581580612,-73.8660656173796,10460,"Blocked Driveway"
"215",40.7281712486052,-73.8769419108392,11379,"Illegal Parking"
"216",40.5616334550772,-74.1539493432178,10308,"Illegal Parking"
"217",40.622559327945,-74.037069886237,11209,"Blocked Driveway"
"218",40.6782564497414,-74.0128820498209,11231,"Blocked Driveway"
"219",40.8542370839627,-73.9381482264495,10033,"Noise"
"220",40.8506652250484,-73.8627977323001,10462,"Blocked Driveway"
"221",40.8694695874334,-73.894247049094,10468,"HEAT/HOT WATER"
"222",40.8753770438197,-73.9101035530655,10463,"Sewer"
"223",40.6254800472273,-74.0068027950847,11219,"Illegal Parking"
"224",40.635527720426,-73.974043495206,11218,"Illegal Parking"
"225",40.6661161534212,-73.9310686407308,11213,"HEAT/HOT WATER"
"226",40.5337750931538,-74.1950660380151,10312,"Illegal Parking"
"227",40.7223159202528,-73.9971169184148,10012,"Street Light Condition"
"228",40.6874002711532,-73.7858857023671,11434,"HEAT/HOT WATER"
"229",40.8135526408314,-73.9449783414801,10027,"UNSANITARY CONDITION"
"230",40.8135292897846,-73.944996366117,10027,"UNSANITARY CONDITION"
"231",40.6889060467501,-73.9976661183128,11201,"Blocked Driveway"
"232",40.8664070318987,-73.8634745367262,10467,"HEAT/HOT WATER"
"233",40.6266745130879,-73.9625986688816,11230,"HEAT/HOT WATER"
"234",40.7682172747222,-73.9549286488025,10021,"HEAT/HOT WATER"
"235",40.6828644114229,-73.9638125483756,11238,"Street Light Condition"
"236",40.7723930534014,-73.9487813882158,10028,"HEAT/HOT WATER"
"237",40.6898074050242,-73.858070784413,11421,"HEAT/HOT WATER"
"238",40.6376358963877,-73.9812762606393,11218,"Street Light Condition"
"239",40.5792054987268,-73.9819503339676,11224,"Street Condition"
"240",40.7273745000056,-73.8614623686917,11374,"Blocked Driveway"
"241",40.7819455382867,-73.7955838832935,11357,"Illegal Parking"
"242",40.5755445820126,-73.9812312631312,11224,"Street Condition"
"243",40.5855177987837,-73.9592147774758,11235,"Blocked Driveway"
"244",40.6108538843363,-73.9765022666847,11204,"HEAT/HOT WATER"
"245",40.7657863443482,-73.9142980907345,11103,"Blocked Driveway"
"246",40.6160205248465,-74.0082682028447,11228,"Illegal Parking"
"247",40.6831546097361,-73.8894620585667,11207,"Illegal Parking"
"248",40.7181435394809,-73.858947992639,11374,"Street Light Condition"
"249",40.7186221890325,-73.8873063635178,11379,"Illegal Parking"
"250",40.7700487182239,-73.7854619556461,11361,"Sewer"
"251",40.6771968027569,-73.8971946945436,11207,"Street Condition"
"252",40.6797903517313,-73.9382901937752,11213,"Illegal Parking"
"253",40.5813901815498,-73.9549577474221,11235,"Blocked Driveway"
"254",40.8520489132923,-73.8533559053499,10461,"Street Light Condition"
"255",40.7340086134486,-73.8624156744358,11374,"PLUMBING"
"256",40.6764850930097,-73.9425416842854,11216,"PLUMBING"
"257",40.6764810860975,-73.9425390159112,11216,"UNSANITARY CONDITION"
"258",40.6764596434938,-73.942533296116,11216,"PAINT/PLASTER"
"259",40.6126475472545,-74.0332413777784,11209,"Illegal Parking"
"260",40.6386479391423,-73.9474041751027,11210,"HEAT/HOT WATER"
"261",40.617944450639,-73.9342760355486,11234,"Illegal Parking"
"262",40.6960487995598,-73.7612605275066,11412,"Street Condition"
"263",40.6537806695086,-73.9783638427882,11218,"Street Condition"
"264",40.7260897628081,-73.8483155278381,11375,"Noise"
"265",40.7454875954049,-73.9134765830641,11377,"HEAT/HOT WATER"
"266",40.6160929217303,-73.9334579737977,11234,"Blocked Driveway"
"267",40.6303286972902,-73.9716078937679,11230,"Illegal Parking"
"268",40.7613630804187,-73.8154947425905,11355,"Blocked Driveway"
"269",40.8215968396166,-73.9546081478241,10031,"PLUMBING"
"270",40.8215979378302,-73.9545822178295,10031,"PAINT/PLASTER"
"271",40.8215526968638,-73.954606964991,10031,"PAINT/PLASTER"
"272",40.8215484539508,-73.9546039332619,10031,"PAINT/PLASTER"
"273",40.8732933535098,-73.9018547331489,10468,"UNSANITARY CONDITION"
"274",40.8691455171731,-73.8634341316546,10467,"Blocked Driveway"
"275",40.7998783894291,-73.9703169265064,10025,"HEAT/HOT WATER"
"276",40.6995897240867,-73.8260073180018,11418,"Blocked Driveway"
"277",40.7667812245651,-73.9711690305247,10065,"Street Condition"
"278",40.6196516018125,-74.0001735027767,11228,"Blocked Driveway"
"279",40.8616568203753,-73.8949860209822,10458,"PLUMBING"
"280",40.6217509106787,-74.0189575702246,11228,"Illegal Parking"
"281",40.7458140775081,-73.9822770358281,10016,"Street Condition"
"282",40.8525029987227,-73.9097111341031,10453,"HEAT/HOT WATER"
"283",40.5448809419504,-74.1613707620863,10312,"Street Condition"
"284",40.5767077415271,-73.9612931996324,11235,"HEAT/HOT WATER"
"285",40.8526505237986,-73.9095148524933,10453,"HEAT/HOT WATER"
"286",40.8189118272813,-73.8869729659217,10474,"HEAT/HOT WATER"
"287",40.853462930383,-73.8877044716616,10458,"HEAT/HOT WATER"
"288",40.6051638586006,-74.084143353242,10304,"Street Condition"
"289",40.5420043467025,-74.1617142028967,10312,"Street Condition"
"290",40.7030153069307,-73.9946817226689,11201,"Street Condition"
"291",40.6285814011659,-74.1305928950698,10302,"Blocked Driveway"
"292",40.799250935495,-73.9708080165618,10025,"UNSANITARY CONDITION"
"293",40.5404104119766,-74.1601270103213,10312,"Street Condition"
"294",40.6771245994711,-73.765046530642,11434,"Blocked Driveway"
"295",40.7004688146999,-73.8834600856197,11385,"Street Light Condition"
"296",40.8567539087961,-73.8412128102781,10461,"UNSANITARY CONDITION"
"297",40.5862785949403,-73.948675461679,11235,"Blocked Driveway"
"298",40.5388547048229,-74.1629424896271,10312,"Street Condition"
"299",40.806852693388,-73.9511934846543,10027,"HEAT/HOT WATER"
"300",40.7386726920744,-73.9290978985674,11101,"HEAT/HOT WATER"
"301",40.6744716855367,-73.8564603053788,11417,"Street Light Condition"
"302",40.7992343480952,-73.9708164907567,10025,"UNSANITARY CONDITION"
"303",40.8534316118649,-73.887736999892,10458,"HEAT/HOT WATER"
"304",40.7121094687641,-73.7801484672652,11423,"Street Light Condition"
"305",40.8701022587391,-73.8839922422424,10458,"HEAT/HOT WATER"
"306",40.5428160673841,-74.2084400678248,10309,"Street Condition"
"307",40.7474634223861,-73.986202633302,10001,"Illegal Parking"
"308",40.8241527538957,-73.8535049278909,10473,"Blocked Driveway"
"309",40.636844265124,-74.1395534117428,10302,"Sewer"
"310",40.5480830513396,-74.2081034349301,10309,"Street Condition"
"311",40.6431406509509,-73.9352635229354,11203,"Blocked Driveway"
"312",40.8199150745631,-73.8879424672015,10474,"Blocked Driveway"
"313",40.817826001306,-73.8129484556276,10465,"Sewer"
"314",40.6111425378881,-74.1609010022089,10314,"Street Light Condition"
"315",40.7233982343173,-73.8173865208632,11367,"Blocked Driveway"
"316",40.5347742091914,-74.2157398824885,10309,"Illegal Parking"
"317",40.8339656492002,-73.8483572298767,10462,"HEAT/HOT WATER"
"318",40.8339909584097,-73.8483750107886,10462,"HEAT/HOT WATER"
"319",40.5342921739676,-74.1615160488489,10312,"Street Light Condition"
"320",40.6658171542241,-73.9574480989907,11225,"HEAT/HOT WATER"
"321",40.8759638116099,-73.8564230822725,10469,"Blocked Driveway"
"322",40.6361829091307,-74.0030764246985,11219,"Blocked Driveway"
"323",40.6729249631207,-73.8950550657885,11207,"HEAT/HOT WATER"
"324",40.7249323826316,-73.9042965979696,11378,"Illegal Parking"
"325",40.8841912241777,-73.8961506832268,10463,"HEAT/HOT WATER"
"326",40.7253225204952,-73.9042741696293,11378,"Illegal Parking"
"327",40.7249685767538,-73.9042888469327,11378,"Illegal Parking"
"328",40.8065903903342,-73.8581271717405,10473,"Street Condition"
"329",40.6566949766682,-73.9607076776622,11225,"HEAT/HOT WATER"
"330",40.7647672398888,-73.8128961944061,11354,"Blocked Driveway"
"331",40.7249765095608,-73.9042732580606,11378,"Illegal Parking"
"332",40.5989604329027,-73.9969594165686,11214,"HEAT/HOT WATER"
"333",40.5937285606295,-73.795231874361,11692,"Sewer"
"334",40.7182547532096,-73.9893020439453,10002,"HEAT/HOT WATER"
"335",40.8910448228148,-73.8458034844794,10466,"Blocked Driveway"
"336",40.870141342939,-73.883994757099,10458,"HEAT/HOT WATER"
"337",40.8893305695133,-73.862999209751,10466,"Blocked Driveway"
"338",40.599352497176,-73.742591092626,11691,"Blocked Driveway"
"339",40.8142277737575,-73.9495109164535,10027,"UNSANITARY CONDITION"
"340",40.8142129196863,-73.9495111626819,10027,"PLUMBING"
"341",40.8126956258064,-73.9375509773451,10037,"PLUMBING"
"342",40.8701186184561,-73.8840159868196,10458,"HEAT/HOT WATER"
"343",40.5499519297387,-74.1593667069704,10308,"Illegal Parking"
"344",40.821568600366,-73.9545865945465,10031,"Illegal Parking"
"345",40.6162504477496,-73.988533077402,11204,"Blocked Driveway"
"346",40.5907121493361,-74.1550686346588,10314,"Illegal Parking"
"347",40.8198889615377,-73.955234706183,10031,"HEAT/HOT WATER"
"348",40.657313372581,-73.9236517747806,11212,"Blocked Driveway"
"349",40.5559317565324,-74.1668781831742,10312,"Illegal Parking"
"350",40.6539975375593,-73.9641663912816,11226,"Street Condition"
"351",40.8040743157437,-73.932645786472,10035,"Street Condition"
"352",40.8519774828619,-73.9123193380316,10453,"Blocked Driveway"
"353",40.8412549686709,-73.928001923995,10452,"Street Condition"
"354",40.6856758436677,-73.9796451692889,11217,"Blocked Driveway"
"355",40.671728321704,-73.730889559378,11422,"Street Condition"
"356",40.6959484350146,-73.8378225445529,11418,"Illegal Parking"
"357",40.6730915188759,-73.9362873450105,11213,"Blocked Driveway"
"358",40.7277247925869,-73.8110718217514,11365,"Blocked Driveway"
"359",40.6126986468911,-74.1412270289113,10314,"Street Condition"
"360",40.673245598885,-73.7300566928815,11422,"Street Condition"
"361",40.752924452061,-73.8197617766135,11355,"Blocked Driveway"
"362",40.6741457815151,-73.7295370580906,11422,"Street Condition"
"363",40.7259628442823,-74.0012955435378,10012,"Noise"
"364",40.8000800342761,-73.968905582785,10025,"HEAT/HOT WATER"
"365",40.8231915842517,-73.9451281750085,10030,"HEAT/HOT WATER"
"366",40.589555393381,-73.9664734501567,11223,"Illegal Parking"
"367",40.831091662518,-73.8808514914879,10472,"Noise"
"368",40.8589520615472,-73.8990738332235,10468,"HEAT/HOT WATER"
"369",40.8910126628921,-73.8458088121777,10466,"Blocked Driveway"
"370",40.5989438390162,-73.9945376373695,11214,"Illegal Parking"
"371",40.5792772314682,-73.9570811836838,11235,"HEAT/HOT WATER"
"372",40.8706100208736,-73.8860298400408,10458,"HEAT/HOT WATER"
"373",40.6672561757541,-73.7296060938593,11422,"Street Condition"
"374",40.7585336424918,-73.9526065773488,10044,"HEAT/HOT WATER"
"375",40.6371709062492,-73.9729506468385,11218,"HEAT/HOT WATER"
"376",40.8385732551155,-73.8682669984168,10460,"HEAT/HOT WATER"
"377",40.8530877193496,-73.9172092258435,10453,"Blocked Driveway"
"378",40.7113012090334,-73.7953788919902,11432,"Blocked Driveway"
"379",40.6717133984245,-73.9915579671444,11215,"Noise"
"380",40.6322989672946,-74.1128733796548,10310,"Sewer"
"381",40.6664422865117,-73.7297732590298,11422,"Street Condition"
"382",40.8036096331976,-73.9534009546876,10026,"Noise"
"383",40.6927590045689,-73.7940214481121,11433,"Sewer"
"384",40.6450135712705,-73.9507438691013,11226,"HEAT/HOT WATER"
"385",40.6974456801553,-73.9618067219483,11205,"Street Condition"
"386",40.6925343061773,-73.9412574778492,11221,"Street Condition"
"387",40.6796273622692,-73.7771980867118,11434,"Street Condition"
"388",40.666454393852,-73.9377823351274,11213,"Street Condition"
"389",40.8062998377275,-73.9402441468059,10035,"Street Light Condition"
"390",40.7542256312101,-73.9689822859154,10017,"Noise"
"391",40.6665120870236,-73.9381279783076,11213,"Street Condition"
"392",40.8232722075304,-73.9451133114592,10030,"HEAT/HOT WATER"
"393",40.666496059468,-73.9383825034522,11213,"Street Condition"
"394",40.6864803500639,-73.8367692490453,11416,"Illegal Parking"
"395",40.8131102142532,-73.9041548025306,10455,"Street Light Condition"
"396",40.7412421330878,-73.8562953170742,11368,"Illegal Parking"
"397",40.6385242869999,-73.9490725792815,11210,"Noise"
"398",40.6743060661734,-73.7647058760644,11434,"Street Condition"
"399",40.7852806467496,-73.9753013301248,10024,"Illegal Parking"
"400",40.6743707931004,-73.7763945662443,11434,"Street Condition"
"401",40.632484192718,-73.8917308609139,11236,"Illegal Parking"
"402",40.6577585288593,-73.9105996855749,11212,"PLUMBING"
"403",40.675872124348,-73.777583302649,11434,"Street Condition"
"404",40.7090356205562,-73.9084860987128,11385,"Blocked Driveway"
"405",40.6717203241176,-73.9915482445532,11215,"Noise"
"406",40.6927539415755,-73.7940528735269,11433,"Sewer"
"407",40.6769488854386,-73.7783794088006,11434,"Street Condition"
"408",40.7338493644215,-73.7236509194524,11426,"Street Condition"
"409",40.5819596060046,-73.9751378560807,11224,"Street Condition"
"410",40.6997792781691,-73.9503951795373,11206,"Illegal Parking"
"411",40.7475495065904,-73.9880354291943,10001,"Blocked Driveway"
"412",40.6608472154923,-73.7284585706796,11422,"Street Condition"
"413",40.6749161565464,-73.9448733448375,11213,"UNSANITARY CONDITION"
"414",40.8053366307049,-73.9555581424548,10026,"HEAT/HOT WATER"
